Title	GenreCodes	GenreNames
Binyû tanbô: Furachi na tabiji	Q1194365	pink film / pinku eiga
Birth 2024	Q185529	pornographic film
Birth Control Revolution	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Birthday Gift 2	Q599558	erotic film
Birthday Girl	Q599558	erotic film
BiSex Party 30: Bi Gladiator	Q185529	pornographic film
BiSex Party Vol. 35: Bi-High-Life	Q185529	pornographic film
Bitch Heart Asshole	Q599558	erotic film
Bitches Abroad 03: Foreign Affairs	Q185529	pornographic film
Bitches Abroad 6: Czech in & Get Anal	Q185529	pornographic film
Bitter Moon	Q599558	erotic film
Bitter Sex	Q599558	erotic film
Bitter Sweet	Q1194365	pink film / pinku eiga
Bittersweet Love	Q2275499	sex film
Bittu: Couple Exchange	Q599558	erotic film
BJ Aunt	Q599558	erotic film
Black Aphrodite	Q2292320	sexploitation film
Black Busters: 5 on1 Bree Haze Interracial	Q185529	pornographic film
Black Candles	Q599558	erotic film
Black Deep Throat	Q599558	erotic film
Black Emanuelle	Q185529, Q2292320	pornographic film, sexploitation film
Black Emanuelle 2	Q2292320	sexploitation film
Black Love	Q599558	erotic film
Black Mama White Mama	Q2292320	sexploitation film
Black Owner and Horny College Girls	Q599558	erotic film
Black Snake	Q2292320	sexploitation film
Black Tears	Q1194365	pink film / pinku eiga
Black Throat	Q185529	pornographic film
Black Venus	Q2292320	sexploitation film
Black Widow XXX: An Axel Braun Parody	Q16254232	pornographic parody film
Blacked Raw V15	Q185529	pornographic film
Blame It on Ginger	Q185529	pornographic film
Blanche-Fesse et les Sept Mains	Q16254232	pornographic parody film
Blaze Starr Goes Nudist	Q2292320	sexploitation film
Blind Love	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Blind Partner	Q599558	erotic film
Blissful Genuine Sex: Penetration!	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Blissfully Yours	Q599558	erotic film
Blockers	Q2991560	sex comedy
Blond & Brunettes	Q185529	pornographic film
Blood and Roses	Q599558	erotic film
Blood Countess	Q185529	pornographic film
Blood Countess 2	Q185529	pornographic film
Blood for Dracula	Q599558	erotic film
Blood Lake	Q185529	pornographic film
Blood Type A, A Big Breasted Girlfriend	Q599558	erotic film
Blood Type B, Wet and Hot Sister-in-law	Q599558	erotic film
Blood Type O, Watermelon Chest Housekeeper	Q599558	erotic film
Blow Me Sandwich	Q185529	pornographic film
Blow Me Sandwich 10	Q185529	pornographic film
Blow Me Sandwich 11	Q185529	pornographic film
Blow Me Sandwich 12	Q185529	pornographic film
Blow Me Sandwich 13	Q185529	pornographic film
Blow Me Sandwich 14	Q185529	pornographic film
Blow Me Sandwich 16	Q185529	pornographic film
Blow Me Sandwich 2	Q185529	pornographic film
Blow Me Sandwich 3	Q185529	pornographic film
Blow Me Sandwich 4	Q185529	pornographic film
Blow Me Sandwich 5	Q185529	pornographic film
Blow Me Sandwich 6	Q185529	pornographic film
Blow Me Sandwich 7	Q185529	pornographic film
Blow Me Sandwich 8	Q185529	pornographic film
Blow Me Sandwich 9	Q185529	pornographic film
Blown Away	Q599558	erotic film
Blue Belle	Q599558	erotic film
Blue Erotic Climax	Q185529	pornographic film
Blue Film: Estimation	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Blue Film Woman	Q1194365	pink film / pinku eiga
Blue Is the Warmest Colour	Q599558	erotic film
Blue Jeans	Q185529	pornographic film
Blue Money	Q2292320	sexploitation film
Blue Movie	Q185529	pornographic film
Blue Valentine	Q599558	erotic film
Blue Velvet	Q109733294, Q599558	erotic thriller film, erotic film
Boarder: Dangerous Cohabitation	Q599558	erotic film
Boarding House	Q599558	erotic film
Boarding House 2	Q599558	erotic film
Boarding House Girls	Q599558	erotic film
Boarding House: Hungry Wolves	Q599558	erotic film
Boarding House: Hungry Wolves 2	Q599558	erotic film
Boarding House - Their Moans	Q599558	erotic film
Boarding House: Their Moans 2	Q599558	erotic film
Bob's Boners	Q185529	pornographic film
Bob's Boners and Other Porn Parodies	Q185529	pornographic film
Bobby Sox	Q185529	pornographic film
Bocaccio '91	Q599558	erotic film
Body and Soul	Q185529, Q599558	pornographic film, erotic film
Body Chemistry 4: Full Exposure	Q109733294	erotic thriller film
Body Double	Q109733294, Q599558	erotic thriller film, erotic film
Body Girls	Q185529	pornographic film
Body Heat	Q185529, Q599558	pornographic film, erotic film
Body Love	Q185529	pornographic film
Body of Evidence	Q599558	erotic film
Body of Influence	Q109733294	erotic thriller film
Body of Influence 2	Q109733294	erotic thriller film
Bodyshop	Q599558	erotic film
Bolero	Q185529, Q2292320, Q599558	pornographic film, sexploitation film, erotic film
Bon Appétit	Q185529	pornographic film
Bone Lake	Q599558	erotic film
Bonesaw	Q128145358	gay pornographic film
Boobwatch	Q185529	pornographic film
Boobwatch 3: Land Ho'	Q185529	pornographic film
Boom 2003	Q599558	erotic film
Boooty Shop	Q185529	pornographic film
Bordellet	Q2275499	sex film
Borderline	Q185529	pornographic film
Born in Year of Mulberry	Q599558	erotic film
Bosomy Backhouse Girl	Q599558	erotic film
Bosomy College Girl	Q599558	erotic film
Bosomy Elder Sister-in-law	Q599558	erotic film
Bosomy Front House Girl	Q599558	erotic film
Bosomy Mom	Q599558	erotic film
Bosomy Mom 2	Q599558	erotic film
Bosomy Tae-hee	Q599558	erotic film
Bosomy Yeon-joo	Q599558	erotic film
Bosomy Younger Sister	Q599558	erotic film
Bosomy Younger Sister-in-law	Q599558	erotic film
Boss at Work: Team Leader Couple	Q599558	erotic film
Both Sides of the Blade	Q599558	erotic film
Bound 1996	Q599558	erotic film
Bound Heat - The Final Victim	Q185529	pornographic film
Bound Tears	Q185529	pornographic film
Boutique	Q599558	erotic film
Boy Fucks Girl 2	Q185529	pornographic film
Boyfriend Payback	Q185529	pornographic film
Boys in the Sand	Q128145358	gay pornographic film
Breaking Bad XXX	Q185529	pornographic film
Breaking It	Q185529	pornographic film
Breaking Point	Q185529	pornographic film
Breathless	Q185529	pornographic film
Briana Loves Jenna	Q185529	pornographic film
Brianna Love Is Buttwoman	Q185529	pornographic film
Bride at Any Cost	Q2991560	sex comedy
Bride-to-be Who Falls For a Massage	Q599558	erotic film
Bridesmaids	Q185529	pornographic film
Brigade Anti-Sex	Q2292320	sexploitation film
Bring the Little Pigs	Q2991560	sex comedy
Brit School Brats	Q185529	pornographic film
Britney Rears	Q16254232	pornographic parody film
Broken Dolls	Q599558	erotic film
Brother And Sister	Q599558	erotic film
Brother and Sister's World	Q599558	erotic film
Brother-in-law's Youngest Daughter	Q599558	erotic film
Brother's Girl	Q599558	erotic film
Brothers First Experience	Q599558	erotic film
Bubbles Galore	Q599558	erotic film
Buddy's Mom	Q599558	erotic film
Buffy the Vampire Slayer XXX: A Parody	Q16254232, Q185529	pornographic parody film, pornographic film
Burn 2008	Q185529	pornographic film
Business Relationship	Q599558	erotic film
Business Trip Massage: Excited Ladies	Q599558	erotic film
Business Trip Massage: Excited Ladies 2	Q599558	erotic film
Bust Out	Q2292320	sexploitation film
Busty Coeds vs. Lusty Cheerleaders	Q599558	erotic film
Busty Girlfriend	Q599558	erotic film
Butt Fuck Me 4	Q185529	pornographic film
Butterflies	Q185529, Q599558	pornographic film, erotic film
Buttman in the Crack	Q185529	pornographic film
Buttman's British Moderately Big Tit Adventure	Q185529	pornographic film
Buttman's European Vacation	Q185529	pornographic film
Buttman's Toy Stories	Q185529	pornographic film
Buttslammers 16	Q185529	pornographic film
Buttslammers 21	Q185529	pornographic film
Buttslammers 4: Down & Dirty	Q185529	pornographic film
Byleth: The Demon of Incest	Q2275499	sex film
C.O.D.	Q2275499	sex film
Cabaret Desire	Q185529	pornographic film
Café Flesh	Q185529	pornographic film
Cafe Flesh 2	Q185529	pornographic film
Cafe Flesh 3	Q185529	pornographic film
Café Mom	Q599558	erotic film
Caged Heat	Q2292320	sexploitation film
Caged Women	Q2275499	sex film
Calendar Girl	Q599558	erotic film
California Kings	Q128145358	gay pornographic film
Caligola: Follia del potere	Q185529	pornographic film
Caligola - La storia mai raccontata	Q185529	pornographic film
Caligula	Q185529, Q599558	pornographic film, erotic film
Caligula and Messalina	Q599558	erotic film
Caligula's Hot Nights	Q599558	erotic film
Call Center Accepts Everything	Q599558	erotic film
Call Girl	Q2292320	sexploitation film
Call Girl (La vida privada de una señorita bien)	Q599558	erotic film
Call Me Tonight	Q599558	erotic film
Calla Lily	Q599558	erotic film
Calling a Gigolo	Q185529	pornographic film
Camille 2000	Q2292320	sexploitation film
Camp Cuddly Pines Powertool Massacre	Q16254232, Q185529	pornographic parody film, pornographic film
Campsite Pervert Hostess	Q599558	erotic film
Campus S Couple	Q599558	erotic film
Campus Swingers	Q2275499	sex film
Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?	Q599558	erotic film
Can't Buy Me Love	Q2991560	sex comedy
Can't Forget the First Love	Q599558	erotic film
Can You Keep It Up for a Week?	Q599558	erotic film
Candido Erotico	Q2991565	commedia sexy all'italiana
Candy Goes to Hollywood	Q185529	pornographic film
Candy Stripers	Q185529	pornographic film
Caniche	Q599558	erotic film
Cannibalism: The Last Supper	Q185529	pornographic film
Capriccio	Q599558	erotic film
Captain America XXX: An Axel Braun Parody	Q16254232	pornographic parody film
Captain Marvel XXX: An Axel Braun Parody	Q16254232, Q185529	pornographic parody film, pornographic film
Cara Maestra!	Q185529	pornographic film
Cara Maestra! 2	Q185529	pornographic film
Caribbean Basterds	Q599558	erotic film
Carne 1968	Q2292320	sexploitation film
Carolina Jones and the Broken Covenant	Q16254232, Q185529	pornographic parody film, pornographic film
Carry On Emmannuelle	Q2991560	sex comedy
Carry On Girls	Q2991560	sex comedy
Casanova & Co.	Q599558	erotic film
Case of the Full Moon Murders	Q2292320	sexploitation film
Cash? Cash!	Q599558	erotic film
Casino 45	Q185529	pornographic film
Casino - No Limit	Q185529	pornographic film
Castaway	Q599558	erotic film
Castle Orgies	Q1194365	pink film / pinku eiga
Casual Sex?	Q599558	erotic film
Cat girl	Q599558	erotic film
Cat girls	Q185529	pornographic film
Catherine	Q599558	erotic film
Catherine & Co.	Q2275499	sex film
Catherine and the Others	Q599558	erotic film
Catherine, the Naked Queen	Q185529	pornographic film
Caught Up In Abella	Q185529	pornographic film
Celebrity Pornhab with Dr. Screw	Q16254232, Q185529	pornographic parody film, pornographic film
Celestial Wives of the Meadow Mari	Q599558	erotic film
Celestine, Maid at Your Service	Q2275499	sex film
Cellar Dweller	Q185529	pornographic film
Cellar Dweller 3	Q185529	pornographic film
Cellar Dweller 4	Q185529	pornographic film
Celluloid Nightmares	Q599558	erotic film
Centurians of Rome	Q128145358	gay pornographic film
Ceylon My Love	Q2275499	sex film
Chae Seung-ha's Secret Forest	Q599558	erotic film
Chain 2021	Q599558	erotic film
Chained Girls	Q2292320	sexploitation film
Chained Heat	Q2292320	sexploitation film
Chained Heat 3: Hell Mountain	Q185529	pornographic film
Chained Heat II	Q185529	pornographic film
Chained - The Seduction of Two Women	Q599558	erotic film
Challenge Game	Q599558	erotic film
Chameleons	Q185529	pornographic film
Champagner für Zimmer 17	Q599558	erotic film
Charley's Nieces	Q2275499	sex film
Charlotte or The Murdered Young Girl	Q599558	erotic film
Chastity Johnson	Q185529	pornographic film
Chatrak	Q599558	erotic film
Chatterbox	Q2991560	sex comedy
Chatting App Sister Taste	Q599558	erotic film
Cheating Family	Q599558	erotic film
Cheating Lady 2	Q599558	erotic film
Cheating Wives	Q599558	erotic film
Cheeks 2: Bitter End	Q185529	pornographic film
Cheerleaders	Q185529	pornographic film
Chemistry	Q185529	pornographic film
Cherry	Q185529	pornographic film
Cherry, Harry & Raquel!	Q2292320	sexploitation film
Chetna: The Excitement	Q599558	erotic film
Chikan densha: Kuikomi yume (dream) match	Q1194365	pink film / pinku eiga
Chikan densha: Yume miru momoiro nasubi	Q1194365	pink film / pinku eiga
Chilli and Banana	Q599558	erotic film
Chinese Kamasutra	Q599558	erotic film
Chinese Kamasutra II	Q599558	erotic film
Chloe 2009	Q599558	erotic film
Chloe 2010	Q599558	erotic film
Chôhatsu delivery: Dare ni mo ienai ura menu	Q1194365	pink film / pinku eiga
Christina	Q599558	erotic film
Christophe	Q128145358	gay pornographic film
Church Sister	Q599558	erotic film
Church Sister and First Lady	Q599558	erotic film
Cinderella	Q599558	erotic film
Cinderella 2000	Q2275499	sex film
Cinderella XXX: An Axel Braun Parody	Q16254232, Q185529	pornographic parody film, pornographic film
Cindy 1998	Q185529	pornographic film
Cindy and Donna	Q2292320	sexploitation film
Cindy's Love Games	Q2275499, Q2991565	sex film, commedia sexy all'italiana
Circle of Deceit	Q185529	pornographic film
Citizen Shane	Q185529	pornographic film
Claire Castel: The Chambermaid	Q185529	pornographic film
Claire: Desires of Submission	Q185529	pornographic film
Classroom Intimacies	Q2275499	sex film
Clattering Chastity Belts	Q2275499	sex film
Cleopatra	Q185529	pornographic film
Clerks XXX – A Porn Parody	Q16254232	pornographic parody film
Climax	Q599558	erotic film
Clinic Exclusive	Q2292320	sexploitation film
Clockwork Orgy	Q16254232, Q185529	pornographic parody film, pornographic film
Cloistered Nun: Runa's Confession	Q1194365, Q599558	pink film / pinku eiga, erotic film
Close Contact	Q599558	erotic film
Close My Eyes	Q599558	erotic film
Closer, Further Closer	Q599558	erotic film
Club Sin	Q185529	pornographic film
Clusterfuck 5	Q185529	pornographic film
Co-Ed Fever	Q10505214, Q185529	comedy porn film, pornographic film
Cockateer	Q185529	pornographic film
Code of Honor	Q185529	pornographic film
Coed Report: Yuko's White Breasts	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Coeds 1996	Q185529	pornographic film
Cohabitation	Q599558	erotic film
Coisas Eróticas	Q599558	erotic film
College Girl Dripping Wet in the Middle of Gangnam	Q599558	erotic film
College Girl's Private Affair	Q599558	erotic film
College Girl's Question	Q599558	erotic film
College Girl's Red Diary	Q599558	erotic film
College Girls' Massage Parlor	Q599558	erotic film
College Girls' Secret Job	Q599558	erotic film
Color of Night	Q599558	erotic film
Colorful Woman	Q599558	erotic film
Colour Blossoms	Q599558	erotic film
Come Deadly	Q185529	pornographic film
Come Play with Me	Q185529	pornographic film
Comfortable World of Sex	Q599558	erotic film
Comic Book Store 3D	Q599558	erotic film
Comic Series	Q599558	erotic film
Coming Home	Q185529	pornographic film
Commuter Husbands	Q2292320	sexploitation film
Compatibility	Q599558	erotic film
Complete Breeding: The Aesthetics of Confinement	Q599558	erotic film
Complete conquest of love	Q599558	erotic film
Compliance	Q599558	erotic film
Complicity	Q599558	erotic film
Compulsion	Q599558	erotic film
Computerized Sex Cravings	Q185529	pornographic film
Concubine: Daughter-in-law With Good Compatibility	Q599558	erotic film
Condition of a Mom: Sugar Mom	Q599558	erotic film
Conditional Sex: Last One Night	Q599558	erotic film
Confessions of a Cheating Housewife	Q185529	pornographic film
Confessions of a College Girl	Q2275499	sex film
Confessions of a Male Escort	Q2275499	sex film
Confessions of the Sex Slaves	Q2292320	sexploitation film
Conquest	Q185529	pornographic film
Conspiracy	Q599558	erotic film
Constance	Q185529	pornographic film
Contact-Free Intercourse	Q599558	erotic film
Continuous Adultery 2: A Portrait of Incest between Sisters	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Convoy of Women	Q599558	erotic film
Cool It Carol!	Q2275499	sex film
Corpi nudi	Q185529	pornographic film
Corporate Slave: Underwear Washing Woman	Q599558	erotic film
Corruption	Q185529	pornographic film
Così fan tutte	Q599558	erotic film
Cosmic Sex	Q599558	erotic film
Cougar Queen: A Tiger King Parody	Q125719481, Q16254232	lesbian pornographic film, pornographic parody film
Countess Gamiani	Q185529	pornographic film
Couple Exchange	Q599558	erotic film
Couple Exchange: Because Your Girlfriend Wants You	Q599558	erotic film
Couples Camp	Q185529	pornographic film
Cousins in Love	Q599558	erotic film
Covert Sex With Female Professor	Q599558	erotic film
Covet: Island of Desire	Q599558	erotic film
Covet Your Brother-in-law	Q599558	erotic film
Cow Wife Flirt 2	Q599558	erotic film
Crazy Fruit	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Crazy Love	Q599558	erotic film
Crime After School	Q599558	erotic film
Crisis bij F.C. De Kapoenen	Q185529	pornographic film
Crook 2010	Q599558	erotic film
Cruel Intentions 3	Q599558	erotic film
Cruel Map of Women's Bodies	Q1194365, Q185529	pink film / pinku eiga, pornographic film
Cruelty: Black Rose Torture	Q1194365, Q185529	pink film / pinku eiga, pornographic film
